accession,gene_name,protein_name,length,family,domains,n_domains,idr_percentage,idr_total_length,n_idr_regions,ps_score,ps_category,charge_density,aromatic_density,species,species_key,complexity,LLPhyScore_mean,LLPhyScore_median,LLPhyScore_max,disorder_long_mean,pi_pi_mean,electrostatic_mean,protein_water_mean,llphy_category
Q9D0I9,Rars1 Rars,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",660,Other,,0,38.79,215,8,0.251,Low,28.939,8.788,Mus musculus,mouse,high,-863.0,9.793662490788504,-0.8466561792699222,-180.0,-184.0,-76.0,-89.0,Low
Q9D0R4,Ddx56 D11Ertd619e Noh61,Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 56),546,Helicase,Helicase,1,48.53,204,8,0.28,Low,25.824,6.044,Mus musculus,mouse,high,-629.0,21.149594694178337,-0.4123272737049385,-99.0,-172.0,-85.0,-12.0,Low
Q9DBZ5,Eif3k Eif3s12,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25),218,Other,,0,24.77,27,2,0.181,Low,22.936,10.092,Mus musculus,mouse,high,-254.0,58.03733726357161,0.2837126390594582,-48.0,-45.0,-24.0,-16.0,Low
Q9CY58,Serbp1 Pairbp1,SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein),407,Other,,0,92.87,367,4,0.485,Medium,36.118,4.914,Mus musculus,mouse,high,364.0,99.0370916236797,1.430786415295184,24.0,19.0,38.0,72.0,High
Q9CZX5,Pinx1 Lpts,PIN2/TERF1-interacting telomerase inhibitor 1 (67-11-3 protein) (LPTS1) (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (TRF1-interacting protein 1),332,Other,,0,87.05,283,4,0.455,Medium,36.747,3.916,Mus musculus,mouse,high,90.0,96.51191353475804,0.9222132523686648,-13.0,-19.0,17.0,10.0,High
Q9D0T1,Snu13 Nhp2l1 Ssfa1,"NHP2-like protein 1 (Fertilization antigen 1) (FA-1) (High mobility group-like nuclear protein 2 homolog 1) (Sperm-specific antigen 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]",128,Other,,0,49.22,45,3,0.268,Low,22.656,3.906,Mus musculus,mouse,high,-117.0,78.45738147875215,0.5379992205227179,-22.0,-34.0,-14.0,-7.0,Low
Q9D3U0,Pus10 Ccdc139,tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),527,Other,,0,42.5,147,7,0.262,Low,27.704,7.211,Mus musculus,mouse,high,-500.0,30.356177843281753,-0.172889543713986,-78.0,-160.0,-25.0,-51.0,Low
Q9D823,Rpl37,Large ribosomal subunit protein eL37 (60S ribosomal protein L37),97,Other,,0,85.57,82,3,0.444,Medium,30.928,8.247,Mus musculus,mouse,high,-62.0,86.96143453696881,0.6400850743948294,-23.0,-29.0,2.0,-6.0,Low
Q9D8T7,Slirp,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",112,RRM-containing,RRM,1,83.93,82,3,0.416,Medium,23.214,8.036,Mus musculus,mouse,high,-61.0,87.09408007860478,0.6419411808288678,-35.0,-13.0,-1.0,6.0,Low
Q9DAR7,Dcps Dcs1 Hint5,m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS),338,Other,,0,42.9,108,5,0.263,Low,26.923,7.988,Mus musculus,mouse,high,-400.0,39.71997052321297,0.012721099689853,-68.0,-113.0,-31.0,-27.0,Low
Q9CYC6,Dcp2,m7GpppN-mRNA hydrolase (EC 3.6.1.62) (mRNA-decapping enzyme 2),422,Other,,0,51.9,194,3,0.306,Medium,27.725,9.479,Mus musculus,mouse,high,-164.0,70.95799557848196,0.4507622181229134,-21.0,-77.0,2.0,2.0,Low
Q9EPU0,Upf1 Rent1,Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1),1124,Other,,0,50.62,424,13,0.28,Low,20.819,7.651,Mus musculus,mouse,high,-440.0,35.49496438221568,-0.0615231576716825,-167.0,-179.0,51.0,78.0,Low
Q9CZ57,Nsun4 Shtap,5-cytosine rRNA methyltransferase NSUN4 (EC 2.1.1.-) (5-cytosine tRNA methyltransferase NSUN4) (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4) (Sperm head and tail associated protein),381,Other,,0,36.22,112,6,0.223,Low,20.735,8.924,Mus musculus,mouse,high,-403.0,39.41292065831492,0.0071527803877379,-58.0,-121.0,-30.0,-21.0,Low
Q9CZU3,Mtrex Skiv2l2,Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase),1040,Helicase,Helicase,1,40.38,314,11,0.254,Low,27.981,7.692,Mus musculus,mouse,high,-1002.0,6.993367722918203,-1.1046549736012583,-258.0,-251.0,-39.0,-87.0,Low
Q9D0L8,Rnmt Kiaa0398,mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase),465,Other,,0,56.34,217,5,0.326,Medium,30.108,9.032,Mus musculus,mouse,high,-267.0,56.261360845001235,0.2595832554169591,-50.0,-98.0,-13.0,-13.0,Low
Q9D5S1,Tex19.2 Tex19b,Testis-expressed protein 19.2 (Testis-expressed protein 19B),317,Other,,0,45.11,128,4,0.261,Low,18.612,9.464,Mus musculus,mouse,high,-216.0,63.458609678211744,0.3542446835529171,-28.0,-78.0,-13.0,6.0,Low
Q9CY57,Chtop Fop MNCb-1706,Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG),249,Other,,0,90.36,224,3,0.441,Medium,24.9,1.606,Mus musculus,mouse,high,99.0,96.73544583640384,0.9389182102750104,-14.0,-25.0,0.0,54.0,High
Q9D2G5,Synj2 Kiaa0348,"Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)",1434,RRM-containing,RRM,1,58.79,697,21,0.318,Medium,23.222,7.462,Mus musculus,mouse,high,-931.0,8.2436747727831,-0.9728714167845328,-168.0,-326.0,-29.0,30.0,Low
Q9ERU9,Ranbp2,E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2),3053,Other,,0,66.16,1740,51,0.356,Medium,26.368,8.647,Mus musculus,mouse,high,-713.0,15.524441169245886,-0.5682402141641635,-191.0,-532.0,159.0,123.0,Low
Q9EST3,Eif4enif1 Clast4,Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1),983,Other,,0,87.08,798,11,0.432,Medium,24.822,4.476,Mus musculus,mouse,high,-230.0,61.35101940555147,0.3282591934763796,-18.0,-258.0,58.0,100.0,Low
Q9JHI7,Exosc9 Pmscl1,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),438,Other,,0,51.83,217,6,0.299,Low,29.68,4.795,Mus musculus,mouse,high,-353.0,45.202652910832725,0.0999581020896574,-102.0,-128.0,0.0,-32.0,Low
Q9JJT9,Phax Rnuxa,Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein),385,Other,,0,85.71,303,6,0.446,Medium,34.026,5.195,Mus musculus,mouse,high,-8.0,92.52763448784084,0.7403148218329025,-49.0,-43.0,24.0,38.0,Low
Q9JJW6,Alyref2 Ref2 Refbp2,Aly/REF export factor 2 (Alyref) (RNA and export factor-binding protein 2),218,RRM-containing,RRM,1,88.99,189,2,0.451,Medium,29.358,5.046,Mus musculus,mouse,high,137.0,97.51166789486614,1.0094502547684694,6.0,20.0,15.0,52.0,High
Q9JKP5,Mbnl1 Exp Mbnl,Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein),341,MBNL,,0,52.49,140,5,0.273,Low,16.422,5.279,Mus musculus,mouse,high,-269.0,55.96904937361828,0.2558710425488824,-67.0,-34.0,-27.0,27.0,Low
Q9ESX5,Dkc1,H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),509,Other,,0,48.33,188,5,0.286,Low,30.059,5.108,Mus musculus,mouse,high,-488.0,31.19380987472366,-0.1506162665055253,-105.0,-138.0,-16.0,-57.0,Low
Q9JKN6,Nova1,RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Ventral neuron-specific protein 1),507,NOVA,KH,1,73.96,349,12,0.353,Medium,14.99,4.142,Mus musculus,mouse,high,-272.0,55.642348317366746,0.2503027232467671,-142.0,-42.0,-28.0,77.0,Low
Q9JKS5,Habp4,Intracellular hyaluronan-binding protein 4 (IHABP-4) (IHABP4) (Hyaluronic acid-binding protein 4),411,Other,,0,95.38,391,4,0.492,Medium,34.55,5.353,Mus musculus,mouse,high,193.0,98.09874723655122,1.1133922150746192,-10.0,-3.0,39.0,73.0,High
Q9EQM6,Dgcr8,Microprocessor complex subunit DGCR8 (DiGeorge syndrome critical region 8 homolog) (Gy1),773,Other,,0,73.61,515,13,0.393,Medium,30.142,6.468,Mus musculus,mouse,high,-140.0,74.87595185458119,0.4953087725398348,-48.0,-156.0,42.0,19.0,Low
Q9EQU3,Tlr9,Toll-like receptor 9 (CD antigen CD289),1032,Other,,0,14.53,89,4,0.125,Low,17.054,8.624,Mus musculus,mouse,high,-1380.0,3.134365020879391,-1.8062632056677703,-111.0,-413.0,-148.0,-102.0,Low
Q9JII5,Dazap1,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),406,RRM-containing,RRM,1,73.89,280,3,0.383,Medium,16.749,10.837,Mus musculus,mouse,high,335.0,98.93146647015476,1.3769593287080708,45.0,23.0,66.0,123.0,High
Q9JJ48,Zc3h8 Fliz1 Zc3hdc8,Zinc finger CCCH domain-containing protein 8 (Fetal liver zinc finger protein 1),305,Other,,0,75.08,215,3,0.412,Medium,35.738,7.213,Mus musculus,mouse,high,16.0,93.93269466961436,0.7848613762498239,-8.0,-41.0,2.0,-5.0,High
Q9ERI5,Jmjd6 Kiaa0585 Ptdsr,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR),403,Other,,0,62.28,201,8,0.352,Medium,29.28,10.422,Mus musculus,mouse,high,-117.0,78.45738147875215,0.5379992205227179,-34.0,-86.0,63.0,1.0,Low
Q9JHW4,Eefsec Selb,"Selenocysteine-specific elongation factor (EC 3.6.5.-) (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific) (mSelB)",583,Other,,0,37.39,186,5,0.227,Low,22.298,5.489,Mus musculus,mouse,high,-487.0,31.274871039056745,-0.1487601600714869,-114.0,-168.0,-8.0,-29.0,Low
Q9JIK5,Ddx21,Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu),851,Helicase,Helicase,1,72.39,548,9,0.388,Medium,31.375,5.053,Mus musculus,mouse,high,-57.0,87.57062146892656,0.6493656065650214,-95.0,-123.0,1.0,30.0,Low
Q9JIX9,Fastk,Fas-activated serine/threonine kinase (FAST kinase) (EC 2.7.11.1) (EC 2.7.11.8),511,Other,,0,45.79,210,8,0.256,Low,18.787,6.458,Mus musculus,mouse,high,-612.0,22.296732989437487,-0.3807734643262859,-42.0,-228.0,-60.0,-14.0,Low
Q9JKB3,Ybx3 Csda Msy4,Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Y-box protein 3),361,Y-box,,0,90.86,313,2,0.463,Medium,27.147,6.925,Mus musculus,mouse,high,170.0,97.89486612625892,1.0707017670917365,-22.0,19.0,46.0,108.0,High
Q9ESL4,Map3k20 Mltk Zak,Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Leucine zipper- and sterile alpha motif kinase ZAK) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK),802,Other,SAM,1,50.37,348,8,0.293,Low,26.06,9.352,Mus musculus,mouse,high,-414.0,38.147875214934906,-0.0132643903866844,-97.0,-203.0,61.0,-26.0,Low
Q9JJ43,Rbfox1 A2bp A2bp1 Fox1 MNCb-3035,RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A),396,RBFOX,RRM,1,69.95,256,6,0.356,Medium,16.414,10.859,Mus musculus,mouse,high,-3.0,92.87153033652666,0.7495953540030945,-70.0,24.0,34.0,94.0,Low
Q9JMB7,Piwil1 Miwi,Piwi-like protein 1 (EC 3.1.26.-),862,Other,PIWI|PAZ,2,34.57,228,7,0.221,Low,22.854,8.933,Mus musculus,mouse,high,-894.0,9.081306804225006,-0.9041954787251124,-187.0,-253.0,-3.0,-65.0,Low
Q9QWV9,Ccnt1,Cyclin-T1 (CycT1) (Cyclin-T),724,Other,,0,70.17,482,11,0.355,Medium,21.133,5.939,Mus musculus,mouse,high,-384.0,41.5819209039548,0.0424188026344673,-57.0,-166.0,23.0,45.0,Low
Q9QXK7,Cpsf3 Cpsf73,Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73),684,Other,,0,26.46,109,7,0.19,Low,24.561,7.895,Mus musculus,mouse,high,-717.0,15.298452468680916,-0.575664639900317,-173.0,-170.0,-8.0,-61.0,Low
Q9QXV1,Cbx8 Pc3,Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (mPc3),362,Other,,0,87.85,299,3,0.454,Medium,31.215,6.077,Mus musculus,mouse,high,-124.0,77.24392041267502,0.5250064754844491,-50.0,-75.0,5.0,29.0,Low
Q9QY24,Zbp1 Dlm1,Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1),411,Other,,0,73.24,271,6,0.364,Medium,20.681,3.65,Mus musculus,mouse,high,-93.0,82.42692213215427,0.5825457749396392,-42.0,-55.0,17.0,40.0,Low
Q9R0B7,Znf346 Jaz Zfp346,Zinc finger protein 346 (Just another zinc finger protein),294,Other,,0,74.83,210,6,0.383,Medium,25.85,5.102,Mus musculus,mouse,high,-146.0,73.80496192581676,0.4841721339356045,-29.0,-37.0,-27.0,9.0,Low
Q9JLZ3,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial (3-MG-CoA hydratase) (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (muAUH) (Itaconyl-CoA hydratase) (EC 4.2.1.56)",314,Other,,0,64.97,169,7,0.339,Medium,25.478,3.503,Mus musculus,mouse,high,-372.0,42.99680668140506,0.064692079842928,-104.0,-59.0,-52.0,12.0,Low
Q9QX47,Son Nrebp,Protein SON (Negative regulatory element-binding protein) (NRE-binding protein),2444,Other,,0,80.73,1753,28,0.402,Medium,24.304,3.273,Mus musculus,mouse,high,-665.0,18.707934168508967,-0.4791471053303207,-181.0,-552.0,283.0,173.0,Low
Q9QY15,Ddx25 Grth,ATP-dependent RNA helicase DDX25 (EC 3.6.4.13) (DEAD box protein 25) (Gonadotropin-regulated testicular RNA helicase),484,Helicase,Helicase,1,34.09,127,8,0.22,Low,25.413,6.818,Mus musculus,mouse,high,-465.0,33.141734217636944,-0.1079258185226423,-122.0,-155.0,2.0,-46.0,Low
Q9R226,Khdrbs3 Salp Slm2,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein Etoile) (Sam68-like mammalian protein 2) (SLM-2)",346,KH-containing,KH,1,79.19,241,5,0.419,Medium,28.613,9.249,Mus musculus,mouse,high,-61.0,87.09408007860478,0.6419411808288678,-40.0,-53.0,18.0,34.0,Low
Q9JKX6,Nudt5,ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5),218,Other,,0,53.21,93,4,0.304,Medium,26.606,6.881,Mus musculus,mouse,high,-122.0,77.58781626136086,0.5287186883525259,-32.0,-50.0,-1.0,-3.0,Low
Q9JL16,Isg20,Interferon-stimulated gene 20 kDa protein (EC 3.1.13.1) (Promyelocytic leukemia nuclear body-associated protein ISG20) (Protein DnaQL),300,Other,,0,37.67,97,3,0.213,Low,16.333,5.0,Mus musculus,mouse,high,-434.0,36.12134610660772,-0.0503865190674522,-59.0,-95.0,-56.0,-7.0,Low
Q9QUM9,Psma6,Proteasome subunit alpha type-6 (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain) (Proteasome subunit alpha-1) (alpha-1),246,Other,,0,39.02,55,4,0.242,Low,24.797,8.943,Mus musculus,mouse,high,-251.0,58.49177106362074,0.2892809583615734,-82.0,-47.0,-3.0,-19.0,Low
Q9QXX8,Nufip1,FMR1-interacting protein NUFIP1 (Nuclear FMRP-interacting protein 1),484,Other,,0,76.65,365,6,0.398,Medium,25.413,7.438,Mus musculus,mouse,high,-110.0,79.69295013510195,0.5509919655609866,-20.0,-81.0,40.0,27.0,Low
Q9R0U0,Srsf10 Fusip1 Nssr Sfrs13a Srsf13a,"Serine/arginine-rich splicing factor 10 (FUS-interacting serine-arginine-rich protein 1) (Neural-salient serine/arginine-rich protein) (Neural-specific SR protein) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",262,SR,RRM,1,85.88,224,3,0.466,Medium,38.168,9.924,Mus musculus,mouse,high,-36.0,90.0638663718988,0.6883438416798275,-38.0,-63.0,79.0,-8.0,Low
Q9JM73,Srf,Serum response factor (SRF),504,Other,,0,73.21,315,8,0.348,Medium,14.087,3.571,Mus musculus,mouse,high,148.0,97.6271186440678,1.0298674255428917,-46.0,-27.0,64.0,116.0,High
Q9QZ05,Eif2ak4 Gcn2 Kiaa1338,eIF-2-alpha kinase GCN2 (Eukaryotic translation initiation factor 2-alpha kinase 4) (EC 2.7.11.1) (GCN2-like protein) (mGCN2),1648,Other,,0,45.33,571,15,0.268,Low,25.85,7.524,Mus musculus,mouse,high,-1565.0,2.2893637926799313,-2.149642895964873,-321.0,-467.0,4.0,-121.0,Low
Q9QY23,Pkp3,Plakophilin-3,797,Other,,0,71.02,509,11,0.364,Medium,23.714,5.646,Mus musculus,mouse,high,-657.0,19.201670351265047,-0.4642982538580135,-153.0,-153.0,-52.0,64.0,Low
Q9JLI8,Sart3 Kiaa0156,"Spliceosome associated factor 3, U4/U6 recycling protein (Squamous cell carcinoma antigen recognized by T-cells 3) (SART-3) (mSART-3) (Tumor-rejection antigen SART3)",962,RRM-containing,RRM,1,59.56,507,11,0.34,Medium,31.601,7.588,Mus musculus,mouse,high,-762.0,12.93048391058708,-0.6591894294320446,-212.0,-189.0,-42.0,-9.0,Low
Q9QYS9,Qki Qk Qk1,KH domain-containing RNA-binding protein QKI (Protein quaking) (MqkI),341,KH-containing,KH,1,60.7,183,7,0.328,Medium,24.927,4.985,Mus musculus,mouse,high,-366.0,43.758290346352254,0.0758287184471583,-69.0,-83.0,-48.0,-7.0,Low
Q9WV31,Arc,Activity-regulated cytoskeleton-associated protein (mArc) (Activity-regulated gene 3.1 protein) (ARC/ARG3.1) (Arg3.1),396,Other,,0,66.16,215,6,0.362,Medium,27.778,8.333,Mus musculus,mouse,high,-220.0,62.87889953328421,0.3468202578167635,-35.0,-68.0,-16.0,9.0,Low
Q9WVP6,Papolb Papt Tpap,Poly(A) polymerase beta (PAP-beta) (EC 2.7.7.19) (Polynucleotide adenylyltransferase beta) (Testis-specific poly(A) polymerase),642,Other,,0,30.06,126,4,0.198,Low,21.495,7.321,Mus musculus,mouse,high,-731.0,14.524686809137805,-0.6016501299768545,-100.0,-224.0,-41.0,-54.0,Low
Q9Z120,Mettl1,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),268,Other,,0,47.01,110,4,0.283,Low,25.0,10.075,Mus musculus,mouse,high,-275.0,55.264062883812336,0.244734403944652,-56.0,-65.0,-26.0,-11.0,Low
Q9Z2C8,Ybx2 Msy2,Y-box-binding protein 2 (FRGY2 homolog) (Germ cell-specific Y-box-binding protein),360,Y-box,,0,89.44,307,2,0.452,Medium,24.444,5.278,Mus musculus,mouse,high,206.0,98.20928518791452,1.1375215987171183,5.0,-36.0,85.0,92.0,High
Q9WVR4,Fxr2 Fxr2h,RNA-binding protein FXR2 (FXR2P),673,KH-containing,KH,1,72.36,429,8,0.385,Medium,28.826,5.646,Mus musculus,mouse,high,32.0,94.78997789240974,0.8145590791944382,-46.0,-116.0,69.0,73.0,High
Q9Z1Z2,Strap Unrip,Serine-threonine kinase receptor-associated protein (UNR-interacting protein),350,Other,,0,54.86,162,6,0.308,Medium,24.571,9.429,Mus musculus,mouse,high,-243.0,59.65119135347581,0.3041298098338805,-88.0,-54.0,-13.0,4.0,Low
Q9WTX2,Prkra Rax,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (RAX) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)",313,Other,,0,52.72,140,5,0.283,Low,20.767,5.751,Mus musculus,mouse,high,-200.0,65.70867108818473,0.3839423864975314,-51.0,-71.0,8.0,-13.0,Low
Q9WV02,Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt,"RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",391,hnRNP,RRM,1,91.3,343,1,0.477,Medium,29.923,8.696,Mus musculus,mouse,high,451.0,99.26799312208304,1.5922676750565243,80.0,38.0,87.0,162.0,High
Q9WVB0,Rbpms Hermes,RNA-binding protein with multiple splicing (RBP-MS) (RBPMS) (Heart and RRM expressed sequence) (Hermes),197,RRM-containing,RRM,1,71.57,128,5,0.374,Medium,20.812,10.152,Mus musculus,mouse,high,-110.0,79.69295013510195,0.5509919655609866,-7.0,-50.0,-16.0,22.0,Low
Q9Z0I6,Slfn2,Schlafen family member 2 (Schlafen-2),378,Other,,0,39.95,102,4,0.248,Low,25.661,8.995,Mus musculus,mouse,high,-366.0,43.758290346352254,0.0758287184471583,-91.0,-104.0,-29.0,-18.0,Low
Q9Z0N2,Eif2s3y,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma, Y-linked) (eIF-2-gamma Y) (Spermatogonial proliferation factor) (Spy)",472,Other,,0,39.41,136,7,0.235,Low,23.517,4.449,Mus musculus,mouse,high,-499.0,30.434782608695656,-0.1710334372799477,-138.0,-122.0,-25.0,-43.0,Low
Q9Z1D1,Eif3g Eif3p42 Eif3s4,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),320,RRM-containing,RRM,1,79.38,230,6,0.42,Medium,31.25,6.562,Mus musculus,mouse,high,-104.0,80.57234094817,0.5621286041652169,-35.0,-83.0,13.0,-2.0,Low
Q9Z1N5,Ddx39b Bat1 Bat1a Uap56,Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein),428,Helicase,Helicase,1,25.0,66,3,0.192,Low,28.271,7.944,Mus musculus,mouse,high,-380.0,42.04618029968067,0.0498432283706209,-105.0,-115.0,14.0,-32.0,Low
Q9Z2D6,Mecp2,Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2),484,Other,,0,91.74,428,4,0.47,Medium,33.264,2.479,Mus musculus,mouse,high,92.0,96.53893392286908,0.9259254652367416,17.0,-102.0,64.0,32.0,High
Q9Z1X4,Ilf3,Interleukin enhancer-binding factor 3,898,Other,,0,76.61,645,11,0.388,Medium,21.938,6.57,Mus musculus,mouse,high,483.0,99.33185949398182,1.6516630809457529,74.0,28.0,70.0,197.0,High
Q9WU01,Khdrbs2 Slm1,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 (Sam68-like mammalian protein 1) (SLM-1) (mSLM-1)",349,KH-containing,KH,1,81.38,265,4,0.433,Medium,29.799,8.883,Mus musculus,mouse,high,-87.0,83.41193809874724,0.5936824135438696,-20.0,-70.0,11.0,40.0,Low
Q9WU56,Pus1 MNCb-0873,Pseudouridylate synthase 1 homolog (EC 5.4.99.-) (tRNA pseudouridine synthase 1) (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),423,Other,,0,54.37,193,7,0.31,Medium,26.005,8.511,Mus musculus,mouse,high,-264.0,56.65438467207075,0.2651515747190743,-65.0,-97.0,-11.0,14.0,Low
