accession	species	length	disorder_content	n_disordered_residues	n_disordered_regions	longest_idr	idr_source
Q802D3	Danio_rerio	1150	0.022	25	5	7	prediction-disorder-th_50
A0AB13AB14	Danio_rerio						
Q32LU3	Danio_rerio	476	0.128	61	2	33	prediction-disorder-mobidb_lite
Q6PGV0	Danio_rerio	405	0.116	47	2	26	prediction-disorder-mobidb_lite
Q7ZUP1	Danio_rerio	388	0.049	19	2	17	prediction-disorder-th_50
Q6PD83	Danio_rerio	419	0.069	29	1	29	prediction-disorder-mobidb_lite
Q6IQQ0	Danio_rerio	160	0.237	38	9	16	prediction-disorder-th_50
Q5BKV4	Danio_rerio	330	0.182	60	5	18	prediction-disorder-th_50
A0A8M2BKJ7	Danio_rerio	434	0.069	30	1	30	prediction-disorder-mobidb_lite
F1R223	Danio_rerio	287	0.073	21	2	15	prediction-disorder-th_50
A5WV16	Danio_rerio	671	0.089	60	7	18	prediction-disorder-th_50
A0A2R8Q8S1	Danio_rerio	189	0.011	2	1	2	prediction-disorder-th_50
F1QBS1	Danio_rerio	671	0.361	242	2	196	prediction-disorder-mobidb_lite
A5WVX1	Danio_rerio	690	0.036	25	1	25	prediction-disorder-mobidb_lite
A0A8M1Q809	Danio_rerio	254	0.067	17	3	9	prediction-disorder-th_50
A0A8M3B710	Danio_rerio	629	0.17	107	3	46	prediction-disorder-mobidb_lite
A0AC58GPJ3	Danio_rerio						
Q6PFM8	Danio_rerio	938	0.053	50	2	26	prediction-disorder-mobidb_lite
Q9I9E5	Danio_rerio	239	0.331	79	1	79	prediction-disorder-mobidb_lite
Q502A2	Danio_rerio	125	0.08	10	2	5	prediction-disorder-th_50
A7E2K4	Danio_rerio	114	0.368	42	1	42	prediction-disorder-mobidb_lite
A1L1G1	Danio_rerio	714	0.008	6	3	4	prediction-disorder-th_50
F1Q8J0	Danio_rerio	505	0.224	113	4	44	prediction-disorder-mobidb_lite
Q6PGY9	Danio_rerio	850	0.035	30	4	17	prediction-disorder-th_50
Q6P4U8	Danio_rerio	282	0.071	20	1	20	prediction-disorder-mobidb_lite
Q6P5M3	Danio_rerio	194	0.165	32	1	32	prediction-disorder-mobidb_lite
Q7SYJ9	Danio_rerio	230	0.617	142	3	51	prediction-disorder-mobidb_lite
A0A8M1PEX4	Danio_rerio						
F1QA42	Danio_rerio	1004	0.703	706	4	425	prediction-disorder-mobidb_lite
A0A8M2BGK8	Danio_rerio	508	0.25	127	1	127	prediction-disorder-mobidb_lite
Q8JHH1	Danio_rerio	119	0.269	32	1	32	prediction-disorder-mobidb_lite
A0A0R4IMP0	Danio_rerio	480	0.204	98	1	98	prediction-disorder-mobidb_lite
Q1LXH2	Danio_rerio	393	0.028	11	2	10	prediction-disorder-th_50
Q5CZN2	Danio_rerio	364	0.052	19	5	13	prediction-disorder-th_50
A4U7F9	Danio_rerio	754	0.04	30	6	9	prediction-disorder-th_50
Q6PFP9	Danio_rerio	740	0.023	17	5	7	prediction-disorder-th_50
Q6DC47	Danio_rerio	281	0.1	28	6	8	prediction-disorder-th_50
A0A8M1N2F0	Danio_rerio	221	0.434	96	1	96	prediction-disorder-mobidb_lite
A0A8M2B2U5	Danio_rerio	743	0.292	217	2	126	prediction-disorder-mobidb_lite
Q6P6X9	Danio_rerio	308	0.338	104	2	80	prediction-disorder-mobidb_lite
A8WFS1	Danio_rerio	973	0.059	57	1	57	prediction-disorder-mobidb_lite
B8A6A1	Danio_rerio	230	0.087	20	1	20	prediction-disorder-mobidb_lite
A0A8M1P8J0	Danio_rerio	1381	0.211	292	5	96	prediction-disorder-mobidb_lite
A0A8M3AV89	Danio_rerio	1269	0.195	247	6	68	prediction-disorder-mobidb_lite
E7F5L8	Danio_rerio	695	0.504	350	5	108	prediction-disorder-mobidb_lite
E7F8Y4	Danio_rerio	470	0.174	82	1	82	prediction-disorder-mobidb_lite
Q6DG72	Danio_rerio	278	0.0	0	0	0	
Q7ZTZ0	Danio_rerio	314	0.073	23	2	12	prediction-disorder-th_50
Q7SXU0	Danio_rerio	249	0.418	104	1	104	prediction-disorder-mobidb_lite
A0A2R8QGS5	Danio_rerio	1089	0.191	208	6	43	prediction-disorder-mobidb_lite
Q6DBR0	Danio_rerio	358	0.12	43	4	22	prediction-disorder-th_50
Q7ZW93	Danio_rerio	113	0.265	30	3	25	prediction-disorder-th_50
Q503D7	Danio_rerio	471	0.21	99	2	55	prediction-disorder-mobidb_lite
Q8JHI3	Danio_rerio	407	0.506	206	1	206	prediction-disorder-mobidb_lite
A5WUY4	Danio_rerio	1036	0.159	165	4	49	prediction-disorder-mobidb_lite
A0A8M1P758	Danio_rerio	366	0.292	107	1	107	prediction-disorder-mobidb_lite
F1R777	Danio_rerio	584	0.214	125	2	65	prediction-disorder-mobidb_lite
Q7ZUT9	Danio_rerio	468	0.109	51	1	51	prediction-disorder-mobidb_lite
Q7SXY6	Danio_rerio	590	0.108	64	2	37	prediction-disorder-mobidb_lite
Q4KMK0	Danio_rerio	367	0.014	5	1	5	prediction-disorder-th_50
Q7SYD9	Danio_rerio	892	0.107	95	3	44	prediction-disorder-mobidb_lite
Q6DGU3	Danio_rerio	196	0.087	17	4	10	prediction-disorder-th_50
Q7ZVV8	Danio_rerio	1054	0.18	190	4	113	prediction-disorder-mobidb_lite
Q7ZUL8	Danio_rerio	187	0.107	20	1	20	prediction-disorder-mobidb_lite
A8KC60	Danio_rerio	718	0.067	48	1	48	prediction-disorder-mobidb_lite
Q5RKQ5	Danio_rerio	216	0.12	26	1	26	prediction-disorder-mobidb_lite
Q6P5L3	Danio_rerio	196	0.209	41	1	41	prediction-disorder-mobidb_lite
A0A8M1P6M4	Danio_rerio	203	0.645	131	1	131	prediction-disorder-mobidb_lite
Q6IQU4	Danio_rerio	243	0.741	180	2	159	prediction-disorder-mobidb_lite
B8A4F4	Danio_rerio	1342	0.038	51	1	51	prediction-disorder-mobidb_lite
Q6P7X6	Danio_rerio	1034	0.069	71	2	51	prediction-disorder-mobidb_lite
Q7ZV20	Danio_rerio	249	0.482	120	2	87	prediction-disorder-mobidb_lite
B0V1A3	Danio_rerio	508	0.429	218	4	77	prediction-disorder-mobidb_lite
Q5NU21	Danio_rerio	158	0.114	18	5	7	prediction-disorder-th_50
Q7SXU9	Danio_rerio	347	0.579	201	1	201	prediction-disorder-mobidb_lite
A0A8M1N282	Danio_rerio						
Q6IQ56	Danio_rerio	127	0.157	20	1	20	prediction-disorder-mobidb_lite
Q6PBW0	Danio_rerio	369	0.136	50	6	18	prediction-disorder-th_50
A0AB13A8S4	Danio_rerio						
A0A8M2B7A1	Danio_rerio	555	0.277	154	1	154	prediction-disorder-mobidb_lite
Q08C72	Danio_rerio	985	0.505	497	3	234	prediction-disorder-mobidb_lite
A0A8M1NXB8	Danio_rerio	1883	0.054	102	3	43	prediction-disorder-mobidb_lite
B0R061	Danio_rerio	972	0.239	232	3	117	prediction-disorder-mobidb_lite
A0PJQ5	Danio_rerio	262	0.126	33	6	12	prediction-disorder-th_50
A0AC58H971	Danio_rerio						
Q7T2T7	Danio_rerio	524	0.906	475	3	227	prediction-disorder-mobidb_lite
A4FUM1	Danio_rerio	423	0.123	52	5	24	prediction-disorder-th_50
Q7ZWA3	Danio_rerio	379	0.852	323	1	323	prediction-disorder-mobidb_lite
E7FCU0	Danio_rerio	279	0.416	116	1	116	prediction-disorder-mobidb_lite
Q7SY35	Danio_rerio	216	0.153	33	1	33	prediction-disorder-mobidb_lite
A1L1N4	Danio_rerio	465	0.553	257	2	234	prediction-disorder-mobidb_lite
O42107	Danio_rerio	716	0.353	253	2	212	prediction-disorder-mobidb_lite
A0A0R4IC33	Danio_rerio	358	0.067	24	1	24	prediction-disorder-mobidb_lite
Q800G5	Danio_rerio	625	0.037	23	3	16	prediction-disorder-th_50
E7F1H9	Danio_rerio	613	0.411	252	4	153	prediction-disorder-mobidb_lite
Q6DC81	Danio_rerio	128	0.062	8	3	5	prediction-disorder-th_50
Q9PW28	Danio_rerio	214	0.037	8	2	4	prediction-disorder-th_50
Q7SZC9	Danio_rerio	214	0.107	23	1	23	prediction-disorder-mobidb_lite
Q6NZ06	Danio_rerio	387	0.093	36	1	36	prediction-disorder-mobidb_lite
Q642H9	Danio_rerio	263	0.076	20	2	11	prediction-disorder-th_50
F1QU59	Danio_rerio	453	0.19	86	1	86	prediction-disorder-mobidb_lite
Q642J5	Danio_rerio	373	0.316	118	1	118	prediction-disorder-mobidb_lite
Q7ZUA0	Danio_rerio	181	0.044	8	2	4	prediction-disorder-th_50
A1L1U3	Danio_rerio	507	0.525	266	3	145	prediction-disorder-mobidb_lite
Q5PRB3	Danio_rerio	322	0.177	57	10	14	prediction-disorder-th_50
Q6P0V6	Danio_rerio	257	0.093	24	1	24	prediction-disorder-mobidb_lite
Q8JGR6	Danio_rerio	155	0.226	35	1	35	prediction-disorder-mobidb_lite
A0A2R8RQN4	Danio_rerio	533	0.165	88	2	59	prediction-disorder-mobidb_lite
Q7SXN5	Danio_rerio	691	0.075	52	1	52	prediction-disorder-mobidb_lite
Q803W0	Danio_rerio	427	0.068	29	1	29	prediction-disorder-mobidb_lite
A0A8M1N1I0	Danio_rerio	270	0.089	24	4	10	prediction-disorder-th_50
Q7ZV82	Danio_rerio	136	0.037	5	1	5	prediction-disorder-th_50
Q92047	Danio_rerio	228	0.075	17	3	8	prediction-disorder-th_50
E7F3J2	Danio_rerio	760	0.204	155	2	118	prediction-disorder-mobidb_lite
Q568R1	Danio_rerio	516	0.769	397	4	307	prediction-disorder-mobidb_lite
Q7ZV92	Danio_rerio	505	0.05	25	9	9	prediction-disorder-th_50
Q8JHJ3	Danio_rerio	249	0.269	67	1	67	prediction-disorder-mobidb_lite
Q6NY89	Danio_rerio	640	0.203	130	2	91	prediction-disorder-mobidb_lite
E7F3I8	Danio_rerio	769	0.098	75	1	75	prediction-disorder-mobidb_lite
Q6DGZ3	Danio_rerio	202	0.109	22	1	22	prediction-disorder-mobidb_lite
A0A140LG87	Danio_rerio	186	0.054	10	2	6	prediction-disorder-th_50
Q7ZU90	Danio_rerio	1026	0.1	103	2	53	prediction-disorder-mobidb_lite
F1QU11	Danio_rerio	322	0.068	22	1	22	prediction-disorder-mobidb_lite
Q6P0U3	Danio_rerio	244	0.094	23	1	23	prediction-disorder-mobidb_lite
A0A8M1N4X7	Danio_rerio						
Q5BLF0	Danio_rerio	505	0.077	39	1	39	prediction-disorder-mobidb_lite
Q5YF88	Danio_rerio	210	0.0	0	0	0	
Q6DEJ5	Danio_rerio	412	0.056	23	6	10	prediction-disorder-th_50
Q5U3U2	Danio_rerio	196	0.061	12	2	10	prediction-disorder-th_50
E7FAV9	Danio_rerio	1001	0.078	78	3	30	prediction-disorder-mobidb_lite
Q6PBU4	Danio_rerio	228	0.158	36	1	36	prediction-disorder-mobidb_lite
Q803J8	Danio_rerio	433	0.192	83	2	63	prediction-disorder-mobidb_lite
A0A8M2BAH6	Danio_rerio	518	0.097	50	1	50	prediction-disorder-mobidb_lite
Q5SP48	Danio_rerio	184	0.641	118	2	67	prediction-disorder-mobidb_lite
A0A8M9PNN9	Danio_rerio	1113	0.328	365	3	204	prediction-disorder-mobidb_lite
I3ISV3	Danio_rerio	440	0.309	136	3	66	prediction-disorder-mobidb_lite
A0A8M9PZA3	Danio_rerio	345	0.174	60	8	17	prediction-disorder-th_50
Q7ZVJ6	Danio_rerio	416	0.099	41	6	14	prediction-disorder-th_50
A0A8M2BH75	Danio_rerio	612	0.07	43	1	43	prediction-disorder-mobidb_lite
Q5RIN6	Danio_rerio	126	0.071	9	1	9	prediction-disorder-th_50
F1RCP3	Danio_rerio	374	0.449	168	3	62	prediction-disorder-mobidb_lite
E7FDR0	Danio_rerio	944	0.388	366	7	141	prediction-disorder-mobidb_lite
A0A8M1Q7N9	Danio_rerio	1452	0.066	96	2	61	prediction-disorder-mobidb_lite
Q6NY99	Danio_rerio	676	0.414	280	1	280	prediction-disorder-mobidb_lite
Q7SY07	Danio_rerio	172	0.384	66	1	66	prediction-disorder-mobidb_lite
F1RCY6	Danio_rerio	1100	0.104	114	2	88	prediction-disorder-mobidb_lite
Q6DGR0	Danio_rerio	286	0.143	41	3	22	prediction-disorder-th_50
A0A8M2BDJ5	Danio_rerio	528	0.379	200	4	90	prediction-disorder-mobidb_lite
Q7ZUZ7	Danio_rerio	181	0.033	6	2	4	prediction-disorder-th_50
Q7ZV65	Danio_rerio	552	0.332	183	2	104	prediction-disorder-mobidb_lite
Q6PFQ2	Danio_rerio	926	0.21	194	4	95	prediction-disorder-mobidb_lite
A0A8M2BEG4	Danio_rerio	611	0.39	238	3	159	prediction-disorder-mobidb_lite
F1R166	Danio_rerio	411	0.063	26	1	26	prediction-disorder-mobidb_lite
F1Q749	Danio_rerio	506	0.265	134	3	88	prediction-disorder-mobidb_lite
Q5D018	Danio_rerio	174	0.54	94	2	70	prediction-disorder-mobidb_lite
X1WF29	Danio_rerio	2656	0.043	113	18	21	prediction-disorder-th_50
Q566V3	Danio_rerio	435	0.087	38	1	38	prediction-disorder-mobidb_lite
A0A8M1QHW9	Danio_rerio	1231	0.499	614	1	614	prediction-disorder-mobidb_lite
Q6NUV6	Danio_rerio	155	0.058	9	2	5	prediction-disorder-th_50
Q5RGT6	Danio_rerio	569	0.174	99	3	47	prediction-disorder-mobidb_lite
A0A8M2BGJ6	Danio_rerio	1042	0.028	29	1	29	prediction-disorder-mobidb_lite
B1H1M2	Danio_rerio	1525	0.089	136	1	136	prediction-disorder-mobidb_lite
Q5M9N3	Danio_rerio	355	0.594	211	2	174	prediction-disorder-mobidb_lite
F1QMZ5	Danio_rerio	1190	0.271	323	6	103	prediction-disorder-mobidb_lite
Q1LXC9	Danio_rerio	1017	0.065	66	1	66	prediction-disorder-mobidb_lite
A0AC58G6S9	Danio_rerio						
Q6ZM78	Danio_rerio	86	0.221	19	2	12	prediction-disorder-th_50
Q5RKM6	Danio_rerio	590	0.039	23	4	9	prediction-disorder-th_50
Q6DRC4	Danio_rerio	293	0.259	76	2	44	prediction-disorder-mobidb_lite
Q7ZTX2	Danio_rerio	334	0.09	30	1	30	prediction-disorder-mobidb_lite
Z4YHZ5	Danio_rerio	490	0.041	20	5	7	prediction-disorder-th_50
Q7SY26	Danio_rerio	276	0.043	12	3	9	prediction-disorder-th_50
F1QB54	Danio_rerio	634	0.18	114	10	26	prediction-disorder-th_50
Q6NX89	Danio_rerio	155	0.142	22	2	16	prediction-disorder-th_50
A0A8M3BAM2	Danio_rerio	2952	0.256	757	11	190	prediction-disorder-mobidb_lite
Q7ZWE3	Danio_rerio	555	0.198	110	1	110	prediction-disorder-mobidb_lite
Q5U3G9	Danio_rerio	342	0.061	21	1	21	prediction-disorder-mobidb_lite
A2RRV3	Danio_rerio	765	0.212	162	3	98	prediction-disorder-mobidb_lite
F1QAA4	Danio_rerio	529	0.83	439	3	359	prediction-disorder-mobidb_lite
Q6IQM3	Danio_rerio	361	0.036	13	3	8	prediction-disorder-th_50
X1WBB9	Danio_rerio	517	0.116	60	1	60	prediction-disorder-mobidb_lite
A0A8M2BKD5	Danio_rerio	485	0.561	272	2	208	prediction-disorder-mobidb_lite
Q66I22	Danio_rerio	896	0.363	325	4	183	prediction-disorder-mobidb_lite
Q6NYA0	Danio_rerio	245	0.335	82	2	54	prediction-disorder-mobidb_lite
Q1LVI1	Danio_rerio	268	0.041	11	3	6	prediction-disorder-th_50
A7YT51	Danio_rerio	825	0.32	264	4	81	prediction-disorder-mobidb_lite
A5PLF9	Danio_rerio	340	0.041	14	6	4	prediction-disorder-th_50
F6NMA7	Danio_rerio	223	0.121	27	1	27	prediction-disorder-mobidb_lite
A0A8M9PJ96	Danio_rerio	2833	0.242	686	11	226	prediction-disorder-mobidb_lite
A0A8M3B6D6	Danio_rerio	1102	0.504	555	2	533	prediction-disorder-mobidb_lite
Q8JHJ1	Danio_rerio	123	0.244	30	5	12	prediction-disorder-th_50
E7F1G8	Danio_rerio	483	0.114	55	1	55	prediction-disorder-mobidb_lite
A0A8M3BD13	Danio_rerio	370	0.149	55	11	13	prediction-disorder-th_50
Q9W6S8	Danio_rerio	281	0.548	154	3	98	prediction-disorder-mobidb_lite
A0A0E3D804	Danio_rerio	997	0.095	95	1	95	prediction-disorder-mobidb_lite
Q6NWB3	Danio_rerio	400	0.398	159	1	159	prediction-disorder-mobidb_lite
Q6NX05	Danio_rerio	328	0.037	12	2	7	prediction-disorder-th_50
Q7ZUW5	Danio_rerio	216	0.144	31	1	31	prediction-disorder-mobidb_lite
Q6NWC6	Danio_rerio	545	0.626	341	3	240	prediction-disorder-mobidb_lite
F1Q8K0	Danio_rerio	738	0.042	31	1	31	prediction-disorder-mobidb_lite
Q6DHP0	Danio_rerio	179	0.022	4	2	3	prediction-disorder-th_50
Q501Z5	Danio_rerio	500	0.044	22	6	10	prediction-disorder-th_50
Q6GQL8	Danio_rerio	384	0.081	31	6	10	prediction-disorder-th_50
Q6DC04	Danio_rerio	588	0.063	37	4	14	prediction-disorder-th_50
Q7ZVR8	Danio_rerio	736	0.022	16	3	8	prediction-disorder-th_50
R4GE22	Danio_rerio	905	0.165	149	2	113	prediction-disorder-mobidb_lite
Q5CZQ2	Danio_rerio	249	0.265	66	1	66	prediction-disorder-mobidb_lite
Q6P2T1	Danio_rerio	281	0.107	30	1	30	prediction-disorder-mobidb_lite
Q6IQM9	Danio_rerio	307	0.072	22	4	10	prediction-disorder-th_50
P79741	Danio_rerio	583	0.18	105	2	79	prediction-disorder-mobidb_lite
F1QIB2	Danio_rerio	716	0.102	73	2	53	prediction-disorder-mobidb_lite
F1QWB4	Danio_rerio	429	0.394	169	2	131	prediction-disorder-mobidb_lite
F1QI96	Danio_rerio	235	0.315	74	1	74	prediction-disorder-mobidb_lite
Q7ZVR0	Danio_rerio	631	0.257	162	2	138	prediction-disorder-mobidb_lite
Q803F6	Danio_rerio	308	0.153	47	1	47	prediction-disorder-mobidb_lite
E7FGH0	Danio_rerio	822	0.071	58	2	35	prediction-disorder-mobidb_lite
E9QJ40	Danio_rerio	1047	0.226	237	5	85	prediction-disorder-mobidb_lite
Q6DH02	Danio_rerio	216	0.093	20	1	20	prediction-disorder-mobidb_lite
Q6PBZ1	Danio_rerio	266	0.079	21	1	21	prediction-disorder-mobidb_lite
A5PLA1	Danio_rerio	213	0.033	7	3	5	prediction-disorder-th_50
A0A8M9PXN3	Danio_rerio	746	0.373	278	4	142	prediction-disorder-mobidb_lite
A0A8M9QFQ9	Danio_rerio	573	0.108	62	10	19	prediction-disorder-th_50
Q6NWH0	Danio_rerio	249	0.173	43	5	15	prediction-disorder-th_50
Q6P021	Danio_rerio	159	0.145	23	2	19	prediction-disorder-th_50
Q5RHR0	Danio_rerio	1013	0.088	89	3	33	prediction-disorder-mobidb_lite
Q66ID3	Danio_rerio	381	0.184	70	1	70	prediction-disorder-mobidb_lite
A3KMT0	Danio_rerio	417	0.329	137	1	137	prediction-disorder-mobidb_lite
Q6DHL6	Danio_rerio	249	0.133	33	1	33	prediction-disorder-mobidb_lite
Q566T5	Danio_rerio	512	0.055	28	4	16	prediction-disorder-th_50
Q1LUD8	Danio_rerio	885	0.301	266	4	84	prediction-disorder-mobidb_lite
Q6NXA1	Danio_rerio	320	0.144	46	1	46	prediction-disorder-mobidb_lite
Q6L5P4	Danio_rerio	106	0.208	22	1	22	prediction-disorder-mobidb_lite
A8E5K6	Danio_rerio	285	0.07	20	1	20	prediction-disorder-mobidb_lite
Q802W4	Danio_rerio	722	0.208	150	4	59	prediction-disorder-mobidb_lite
F1Q570	Danio_rerio	568	0.171	97	1	97	prediction-disorder-mobidb_lite
F1R343	Danio_rerio	617	0.245	151	4	81	prediction-disorder-mobidb_lite
B2GQ04	Danio_rerio	282	0.078	22	4	7	prediction-disorder-th_50
A0A8M2BCK7	Danio_rerio	444	0.086	38	6	14	prediction-disorder-th_50
A0A8M9PJH3	Danio_rerio	270	0.196	53	6	28	prediction-disorder-th_50
A0AB13ABE0	Danio_rerio						
A0A0B4J1A5	Danio_rerio	626	0.692	433	3	314	prediction-disorder-mobidb_lite
Q803J3	Danio_rerio	212	0.094	20	1	20	prediction-disorder-mobidb_lite
Q5KTT7	Danio_rerio	891	0.153	136	3	67	prediction-disorder-mobidb_lite
Q803E3	Danio_rerio	578	0.581	336	4	174	prediction-disorder-mobidb_lite
Q803X6	Danio_rerio	855	0.733	627	5	190	prediction-disorder-mobidb_lite
Q802Z5	Danio_rerio	441	0.392	173	2	117	prediction-disorder-mobidb_lite
Q7T2C6	Danio_rerio	207	0.092	19	2	15	prediction-disorder-th_50
A0A8M9QFJ5	Danio_rerio	713	0.173	123	3	48	prediction-disorder-mobidb_lite
Q7SZX9	Danio_rerio	565	0.135	76	1	76	prediction-disorder-mobidb_lite
Q501T1	Danio_rerio	385	0.184	71	6	21	prediction-disorder-th_50
Q5RJ80	Danio_rerio	914	0.252	230	7	45	prediction-disorder-mobidb_lite
Q6P0F4	Danio_rerio	252	0.524	132	2	82	prediction-disorder-mobidb_lite
Q92005	Danio_rerio	462	0.121	56	10	15	prediction-disorder-th_50
Q6DRE7	Danio_rerio	557	0.133	74	2	46	prediction-disorder-mobidb_lite
Q7ZVD4	Danio_rerio	278	0.338	94	3	41	prediction-disorder-mobidb_lite
Q5XJ97	Danio_rerio	148	0.142	21	1	21	prediction-disorder-mobidb_lite
Q6P3L1	Danio_rerio	634	0.046	29	1	29	prediction-disorder-mobidb_lite
Q7ZT82	Danio_rerio	382	0.264	101	2	55	prediction-disorder-mobidb_lite
Q6P3L0	Danio_rerio	863	0.023	20	1	20	prediction-disorder-mobidb_lite
Q6TH15	Danio_rerio	552	0.051	28	1	28	prediction-disorder-mobidb_lite
Q6GQM5	Danio_rerio	204	0.118	24	2	20	prediction-disorder-th_50
Q5PRB6	Danio_rerio	327	0.073	24	1	24	prediction-disorder-mobidb_lite
F1Q712	Danio_rerio	2118	0.188	399	6	126	prediction-disorder-mobidb_lite
A0A8M3B137	Danio_rerio	2101	0.324	681	8	225	prediction-disorder-mobidb_lite
Q6P3H0	Danio_rerio	348	0.299	104	3	51	prediction-disorder-mobidb_lite
A0A8M2B247	Danio_rerio	696	0.147	102	2	57	prediction-disorder-mobidb_lite
F1QNR8	Danio_rerio	974	0.048	47	1	47	prediction-disorder-mobidb_lite
F1QBM2	Danio_rerio	467	0.257	120	1	120	prediction-disorder-mobidb_lite
Q6PI52	Danio_rerio	149	0.128	19	5	7	prediction-disorder-th_50
A0AB32T8Z0	Danio_rerio						
A8KB78	Danio_rerio	143	0.259	37	4	27	prediction-disorder-th_50
Q6P5K5	Danio_rerio	113	0.416	47	1	47	prediction-disorder-mobidb_lite
Q6P9Z2	Danio_rerio	807	0.284	229	1	229	prediction-disorder-mobidb_lite
Q4VBI5	Danio_rerio	101	0.079	8	2	5	prediction-disorder-th_50
Q6NXC1	Danio_rerio	341	0.592	202	1	202	prediction-disorder-mobidb_lite
A4QN39	Danio_rerio	584	0.17	99	2	72	prediction-disorder-mobidb_lite
Q7ZVK7	Danio_rerio	522	0.393	205	1	205	prediction-disorder-mobidb_lite
Q4KMF4	Danio_rerio	1283	0.13	167	4	68	prediction-disorder-mobidb_lite
B8A609	Danio_rerio	719	0.189	136	3	58	prediction-disorder-mobidb_lite
B2GPX0	Danio_rerio	411	0.148	61	11	15	prediction-disorder-th_50
F1QLR3	Danio_rerio	622	0.387	241	1	241	prediction-disorder-mobidb_lite
A0A8N7UR12	Danio_rerio	2368	0.282	668	7	186	prediction-disorder-mobidb_lite
Q6DC23	Danio_rerio	163	0.509	83	1	83	prediction-disorder-mobidb_lite
A0A8M2BAB5	Danio_rerio	1467	0.254	372	6	174	prediction-disorder-mobidb_lite
Q4VBV2	Danio_rerio	84	0.274	23	1	23	prediction-disorder-mobidb_lite
Q7ZV23	Danio_rerio	128	0.062	8	1	8	prediction-disorder-th_50
Q5QGN4	Danio_rerio	355	0.614	218	3	151	prediction-disorder-mobidb_lite
F1QAI8	Danio_rerio	446	0.018	8	2	5	prediction-disorder-th_50
Q6P6E4	Danio_rerio	143	0.413	59	1	59	prediction-disorder-mobidb_lite
Q6DH05	Danio_rerio	292	0.021	6	2	3	prediction-disorder-th_50
A0A8M3AN85	Danio_rerio	381	0.045	17	6	7	prediction-disorder-th_50
Q6PHG8	Danio_rerio	391	0.509	199	2	172	prediction-disorder-mobidb_lite
Q5TYW5	Danio_rerio	210	0.21	44	7	19	prediction-disorder-th_50
A0A8M3B7S8	Danio_rerio	1000	0.903	903	1	903	prediction-disorder-mobidb_lite
B0R0T5	Danio_rerio	213	0.671	143	2	114	prediction-disorder-mobidb_lite
Q6DKF0	Danio_rerio	626	0.029	18	2	11	prediction-disorder-th_50
A0A8M2B291	Danio_rerio	1596	0.293	468	2	435	prediction-disorder-mobidb_lite
Q7ZWJ4	Danio_rerio	176	0.119	21	2	15	prediction-disorder-th_50
Q5XJA5	Danio_rerio	347	0.671	233	2	183	prediction-disorder-mobidb_lite
Q503E1	Danio_rerio	598	0.038	23	6	7	prediction-disorder-th_50
Q7ZTZ1	Danio_rerio	864	0.282	244	5	101	prediction-disorder-mobidb_lite
A0A8M3AJH8	Danio_rerio	1027	0.052	53	2	31	prediction-disorder-mobidb_lite
Q6P963	Danio_rerio	303	0.073	22	5	12	prediction-disorder-th_50
F1Q898	Danio_rerio	380	0.382	145	3	86	prediction-disorder-mobidb_lite
Q801U3	Danio_rerio	174	0.511	89	1	89	prediction-disorder-mobidb_lite
Q6NYG6	Danio_rerio	733	0.501	367	3	298	prediction-disorder-mobidb_lite
Q7ZV96	Danio_rerio	215	0.051	11	2	6	prediction-disorder-th_50
Q7SZX5	Danio_rerio	673	0.523	352	3	266	prediction-disorder-mobidb_lite
A0A8M9PDP3	Danio_rerio	1949	0.313	611	7	186	prediction-disorder-mobidb_lite
Q7ZUG5	Danio_rerio	81	0.123	10	2	6	prediction-disorder-th_50
Q6DRI7	Danio_rerio	652	0.222	145	1	145	prediction-disorder-mobidb_lite
Q7ZV34	Danio_rerio	181	0.055	10	1	10	prediction-disorder-th_50
A0A0R4IQH0	Danio_rerio	229	0.096	22	4	10	prediction-disorder-th_50
A0A8M2B4I2	Danio_rerio	2342	0.012	29	1	29	prediction-disorder-mobidb_lite
Q6DEG5	Danio_rerio	210	0.09	19	2	14	prediction-disorder-th_50
B8JIA4	Danio_rerio	1461	0.246	360	6	150	prediction-disorder-mobidb_lite
F1QM42	Danio_rerio	890	0.027	24	4	15	prediction-disorder-th_50
F1RDM3	Danio_rerio	464	0.274	127	3	64	prediction-disorder-mobidb_lite
Q7ZVM6	Danio_rerio	342	0.061	21	1	21	prediction-disorder-mobidb_lite
Q6DI36	Danio_rerio	212	0.057	12	5	6	prediction-disorder-th_50
A4QP88	Danio_rerio	666	0.305	203	5	67	prediction-disorder-mobidb_lite
A0A8M2B5D1	Danio_rerio	461	0.223	103	3	60	prediction-disorder-mobidb_lite
Q7ZW47	Danio_rerio	606	0.16	97	3	41	prediction-disorder-mobidb_lite
F1Q511	Danio_rerio	1259	0.831	1046	4	776	prediction-disorder-mobidb_lite
Q6DGZ0	Danio_rerio	262	0.439	115	2	82	prediction-disorder-mobidb_lite
A0AC58GEL0	Danio_rerio						
Q6PCR6	Danio_rerio	1074	0.182	196	6	45	prediction-disorder-mobidb_lite
P61799	Danio_rerio	324	0.188	61	1	61	prediction-disorder-mobidb_lite
