accession	gene_name	species	protein_type	old_family	length	pfam_ids
Q8IN35	SIFaR	fly	GPCR	Other	758	PF00001:7tm_1
Q8IS44	Dop2R	fly	GPCR	Dopamine	905	PF00001:7tm_1
Q8ITC7	CapaR	fly	GPCR	Other	477	PF00001:7tm_1
Q8ITC9	PK1-R	fly	GPCR	Other	430	PF00001:7tm_1
Q9NDM2	Tre1	fly	GPCR	Other	392	PF00001:7tm_1
Q9V5N8	stan	fly	GPCR	Other	3579	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF02210:Laminin_G_2
Q9VCZ3	Octbeta1R	fly	GPCR	Other	508	PF00001:7tm_1
Q9VNM1	NPFR	fly	GPCR	Other	485	PF00001:7tm_1
Q9VVX3	fz2	fly	GPCR	Other	694	PF01534:Frizzled;PF01392:Fz
Q9VXD9	mthl1	fly	GPCR	Other	676	PF00002:7tm_2
Q9VZW5	FMRFaR	fly	GPCR	Other	549	PF00001:7tm_1
Q9W4Y2	Pdfr	fly	GPCR	Other	669	PF00002:7tm_2;PF02793:HRM
Q9W534	moody	fly	GPCR	Other	670	PF00001:7tm_1
A1ZAX0	CCHa1-R	fly	GPCR	Other	499	PF00001:7tm_1
O77438	fz3	fly	GPCR	Other	581	PF01534:Frizzled;PF01392:Fz
P25931	RYa-R	fly	GPCR	Other	464	PF00001:7tm_1
Q868T3	CCAP-R	fly	GPCR	Other	495	PF00001:7tm_1
Q8SWR3	SPR	fly	GPCR	Other	435	PF10324:7TM_GPCR_Srw
Q9NBW1	fz4	fly	GPCR	Other	705	PF01534:Frizzled;PF01392:Fz
Q9V818	mthl3	fly	GPCR	Other	511	PF00002:7tm_2;PF06652:Methuselah_N
Q9VML9	TrissinR	fly	GPCR	Other	669	PF00001:7tm_1
P83118	mthl11	fly	GPCR	Other	532	PF06652:Methuselah_N
P83119	mthl12	fly	GPCR	Other	488	PF06652:Methuselah_N
Q8SYV9	mthl14	fly	GPCR	Other	533	
Q9V817	mthl4	fly	GPCR	Other	517	PF00002:7tm_2;PF06652:Methuselah_N
Q9VGG8	mthl5	fly	GPCR	Other	496	
Q9VKA4		fly	GPCR	Other	1093	PF00003:7tm_3
Q9VRN2	mthl2	fly	GPCR	Other	518	PF00002:7tm_2;PF06652:Methuselah_N
Q9VS77	mthl6	fly	GPCR	Other	480	PF00002:7tm_2;PF06652:Methuselah_N
Q9VSE7	mthl7	fly	GPCR	Other	491	PF06652:Methuselah_N
Q9W0R5	mthl10	fly	GPCR	Other	585	PF00002:7tm_2;PF06652:Methuselah_N
Q9W0R6	mthl9	fly	GPCR	Other	513	PF06652:Methuselah_N
Q9W0V7	mthl8	fly	GPCR	Other	492	PF06652:Methuselah_N
A2ARI4	Lgr4	mouse	GPCR	Other	951	PF00001:7tm_1;PF13855:LRR_8;PF01462:LRRNT
B2RPY5	Gpr161	mouse	GPCR	Other	545	PF00001:7tm_1
E9PY61	Gpr179	mouse	GPCR	Other	2293	PF00003:7tm_3;PF22572:GPR158_179_EC
F8VQN3	Gpr31	mouse	GPCR	Other	319	PF00001:7tm_1
O08530	S1pr1	mouse	GPCR	Other	382	PF00001:7tm_1
O08675	F2rl2	mouse	GPCR	Other	369	PF00001:7tm_1
O08707	Ackr2	mouse	GPCR	Other	378	PF00001:7tm_1
O08790	Fpr-s1	mouse	GPCR	Other	351	PF00001:7tm_1
O08858	Sstr5	mouse	GPCR	Other	362	PF00001:7tm_1
O09047	C3ar1	mouse	GPCR	Other	477	PF00001:7tm_1
O35161	Celsr1	mouse	GPCR	Other	3034	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02210:Laminin_G_2
O35457	Ccrl2	mouse	GPCR	Other	360	PF00001:7tm_1
O35599	Opn1mw	mouse	GPCR	Other	359	PF00001:7tm_1
O35659	Glp1r	mouse	GPCR	Other	463	PF00002:7tm_2;PF02793:HRM
O54689	Ccr6	mouse	GPCR	Chemokine	367	PF00001:7tm_1
O54799	Nmbr	mouse	GPCR	Other	390	PF00001:7tm_1
O70342	Npy5r	mouse	GPCR	Other	466	PF00001:7tm_1
O70421	Fzd1	mouse	GPCR	Other	642	PF01534:Frizzled;PF01392:Fz
O88319	Ntsr1	mouse	GPCR	Other	424	PF00001:7tm_1
O88410	Cxcr3	mouse	GPCR	Chemokine	367	PF00001:7tm_1
O88495	Gpr50	mouse	GPCR	Other	591	PF00001:7tm_1
O88536	Fpr2	mouse	GPCR	Other	351	PF00001:7tm_1
O88634	F2rl3	mouse	GPCR	Other	396	PF00001:7tm_1
O88721	Avpr2	mouse	GPCR	Other	371	PF00001:7tm_1
P12657	Chrm1	mouse	GPCR	Other	460	PF00001:7tm_1
P15409	Rho	mouse	GPCR	Other	348	PF00001:7tm_1;PF10413:Rhodopsin_N
P18762	Adrb2	mouse	GPCR	Adrenergic	418	PF00001:7tm_1
P21729	Grpr	mouse	GPCR	Other	384	PF00001:7tm_1
P23275	Or2c1	mouse	GPCR	Other	312	PF13853:7tm_4
P25962	Adrb3	mouse	GPCR	Adrenergic	400	PF00001:7tm_1
P28334	Htr1b	mouse	GPCR	Serotonin	386	PF00001:7tm_1
P29754	Agtr1a	mouse	GPCR	Other	359	PF00001:7tm_1
P29755	Agtr1b	mouse	GPCR	Other	359	PF00001:7tm_1
P30545	Adra2b	mouse	GPCR	Adrenergic	453	PF00001:7tm_1
P30548	Tacr1	mouse	GPCR	Other	407	PF00001:7tm_1
P30549	Tacr2	mouse	GPCR	Other	384	PF00001:7tm_1
P30554	Mas1	mouse	GPCR	Other	324	PF00001:7tm_1
P30557	Ptger3	mouse	GPCR	Other	365	PF00001:7tm_1
P30558	F2r	mouse	GPCR	Other	430	PF00001:7tm_1
P30728	Drd3	mouse	GPCR	Dopamine	446	PF00001:7tm_1
P30730	Lhcgr	mouse	GPCR	Other	700	PF00001:7tm_1;PF13306:LRR_5
P30731	Gpr83	mouse	GPCR	Other	423	PF00001:7tm_1
P30873	Sstr1	mouse	GPCR	Other	391	PF00001:7tm_1
P30875	Sstr2	mouse	GPCR	Other	369	PF00001:7tm_1
P30935	Sstr3	mouse	GPCR	Other	428	PF00001:7tm_1
P30966	Htr5a	mouse	GPCR	Serotonin	357	PF00001:7tm_1
P30987	Tbxa2r	mouse	GPCR	Other	341	PF00001:7tm_1
P30993	C5ar1	mouse	GPCR	Other	351	PF00001:7tm_1
P32082	Ghrhr	mouse	GPCR	Other	423	PF00002:7tm_2;PF02793:HRM
P32240	Ptger4	mouse	GPCR	Other	513	PF00001:7tm_1
P32299	Bdkrb2	mouse	GPCR	Other	392	PF00001:7tm_1
P32300	Oprd1	mouse	GPCR	Other	372	PF00001:7tm_1
P33534	Oprk1	mouse	GPCR	Other	380	PF00001:7tm_1
P33766	Fpr1	mouse	GPCR	Other	364	PF00001:7tm_1
P34968	Htr2c	mouse	GPCR	Serotonin	459	PF00001:7tm_1
P34971	Adrb1	mouse	GPCR	Adrenergic	466	PF00001:7tm_1
P35343	Cxcr2	mouse	GPCR	Chemokine	359	PF00001:7tm_1
P35347	Crhr1	mouse	GPCR	Other	415	PF00002:7tm_2;PF02793:HRM
P35363	Htr2a	mouse	GPCR	Serotonin	471	PF00001:7tm_1
P35374	Agtr2	mouse	GPCR	Other	363	PF00001:7tm_1
P35377	Oprl1	mouse	GPCR	Other	367	PF00001:7tm_1
P35378	Fshr	mouse	GPCR	Other	692	PF00001:7tm_1;PF12369:GnHR_trans;PF13306:LRR_5;PF01462:LRRNT
P35383	P2ry2	mouse	GPCR	Other	373	PF00001:7tm_1
P41593	Pth1r	mouse	GPCR	Other	591	PF00002:7tm_2;PF02793:HRM
P42866	Oprm1	mouse	GPCR	Other	398	PF00001:7tm_1
P43252	Ptgir	mouse	GPCR	Other	415	PF00001:7tm_1
P47743	Grm8	mouse	GPCR	Glutamate	908	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
P47746	Cnr1	mouse	GPCR	Other	473	PF00001:7tm_1
P47750	Tshr	mouse	GPCR	Other	764	PF00001:7tm_1;PF13306:LRR_5
P47774	Ccr7	mouse	GPCR	Chemokine	378	PF00001:7tm_1
P47937	Tacr3	mouse	GPCR	Other	452	PF00001:7tm_1
P48302	Ednrb	mouse	GPCR	Other	442	PF00001:7tm_1
P49650	P2ry1	mouse	GPCR	Other	373	PF00001:7tm_1
P51436	Drd4	mouse	GPCR	Dopamine	387	PF00001:7tm_1
P51491	Opn1sw	mouse	GPCR	Other	346	PF00001:7tm_1
P51675	Ccr1	mouse	GPCR	Chemokine	355	PF00001:7tm_1
P51680	Ccr4	mouse	GPCR	Chemokine	360	PF00001:7tm_1
P51682	Ccr5	mouse	GPCR	Chemokine	354	PF00001:7tm_1
P51683	Ccr2	mouse	GPCR	Chemokine	373	PF00001:7tm_1
P52592	S1pr2	mouse	GPCR	Other	352	PF00001:7tm_1
P55086	F2rl1	mouse	GPCR	Other	399	PF00001:7tm_1
P56450	Mc4r	mouse	GPCR	Other	332	PF00001:7tm_1
P56481	Cckbr	mouse	GPCR	Other	453	PF00001:7tm_1
P56485	Ackr3	mouse	GPCR	Other	362	PF00001:7tm_1
P56726	Smo	mouse	GPCR	Other	793	PF01534:Frizzled;PF01392:Fz
P58308	Hcrtr2	mouse	GPCR	Other	460	PF00001:7tm_1;PF03827:Orexin_rec2
P61168	Drd2	mouse	GPCR	Dopamine	444	PF00001:7tm_1
P61793	Lpar1	mouse	GPCR	Other	364	PF00001:7tm_1
P70174	Hrh1	mouse	GPCR	Other	488	PF00001:7tm_1
P70259	Gpr143	mouse	GPCR	Other	405	PF02101:Ocular_alb
P70263	Ptgdr	mouse	GPCR	Other	357	PF00001:7tm_1
P70658	Cxcr4	mouse	GPCR	Chemokine	359	PF00001:7tm_1;PF12109:CXCR4_N
P97288	Htr4	mouse	GPCR	Serotonin	388	PF00001:7tm_1
P97292	Hrh2	mouse	GPCR	Other	397	PF00001:7tm_1
P97295	Npy2r	mouse	GPCR	Other	381	PF00001:7tm_1
P97468	Cmklr1	mouse	GPCR	Other	371	PF00001:7tm_1
P97714	Adra1d	mouse	GPCR	Adrenergic	562	PF00001:7tm_1
P97717	Adra1b	mouse	GPCR	Adrenergic	514	PF00001:7tm_1
P97718	Adra1a	mouse	GPCR	Adrenergic	466	PF00001:7tm_1
P97772	Grm1	mouse	GPCR	Glutamate	1199	PF00003:7tm_3;PF01094:ANF_receptor;PF10606:GluR_Homer-bdg;PF07562:NCD3G
Q01337	Adra2c	mouse	GPCR	Adrenergic	458	PF00001:7tm_1
Q01338	Adra2a	mouse	GPCR	Adrenergic	465	PF00001:7tm_1
Q01727	Mc1r	mouse	GPCR	Other	315	PF00001:7tm_1
Q02152	Htr2b	mouse	GPCR	Serotonin	479	PF00001:7tm_1
Q04573	Npy1r	mouse	GPCR	Other	382	PF00001:7tm_1
Q0P543	Gipr	mouse	GPCR	Other	460	PF00002:7tm_2;PF02793:HRM
Q0VDU3	Gpr15	mouse	GPCR	Other	360	PF00001:7tm_1
Q14BI2	Grm2	mouse	GPCR	Glutamate	872	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q3U507	Gpr174	mouse	GPCR	Other	335	PF00001:7tm_1
Q3U6B2	Gpr183	mouse	GPCR	Other	357	PF00001:7tm_1
Q3UFD7	Ffar3	mouse	GPCR	Other	319	PF00001:7tm_1
Q3UHD1	Adgrb1	mouse	GPCR	Other	1582	PF00002:7tm_2;PF19188:AGRB_N;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF00090:TSP_1
Q3UVD5	Lgr6	mouse	GPCR	Other	967	PF13855:LRR_8
Q3UVX5	Grm5	mouse	GPCR	Glutamate	1203	PF00003:7tm_3;PF01094:ANF_receptor;PF10606:GluR_Homer-bdg;PF07562:NCD3G
Q3V3Z3	Adgrg5	mouse	GPCR	Other	524	PF00002:7tm_2;PF01825:GPS
Q5FWI2	Sctr	mouse	GPCR	Other	447	PF00002:7tm_2;PF02793:HRM
Q5NCH9	Grm6	mouse	GPCR	Glutamate	871	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q5QD04	Taar9	mouse	GPCR	Other	348	PF00001:7tm_1
Q5QD05	Taar8c	mouse	GPCR	Other	344	PF00001:7tm_1
Q5QD14	Taar5	mouse	GPCR	Other	337	PF00001:7tm_1
Q5QD15	Taar4	mouse	GPCR	Other	347	PF00001:7tm_1
Q5U431	Gpr39	mouse	GPCR	Other	456	PF00001:7tm_1
Q60612	Adora1	mouse	GPCR	Other	326	PF00001:7tm_1
Q60613	Adora2a	mouse	GPCR	Other	410	PF00001:7tm_1
Q60614	Adora2b	mouse	GPCR	Other	332	PF00001:7tm_1
Q60748	Crhr2	mouse	GPCR	Other	411	PF00002:7tm_2;PF02793:HRM
Q60755	Calcr	mouse	GPCR	Other	533	PF00002:7tm_2;PF02793:HRM
Q61038	Gpr65	mouse	GPCR	Other	337	PF00001:7tm_1
Q61086	Fzd3	mouse	GPCR	Other	666	PF01534:Frizzled;PF01392:Fz
Q61088	Fzd4	mouse	GPCR	Other	537	PF01534:Frizzled;PF01392:Fz
Q61089	Fzd6	mouse	GPCR	Other	709	PF01534:Frizzled;PF01392:Fz
Q61090	Fzd7	mouse	GPCR	Other	572	PF01534:Frizzled;PF01392:Fz
Q61091	Fzd8	mouse	GPCR	Other	685	PF01534:Frizzled;PF01392:Fz
Q61224	Htr1d	mouse	GPCR	Serotonin	374	PF00001:7tm_1
Q61549	Adgre1	mouse	GPCR	Other	931	PF00002:7tm_2;PF07645:EGF_CA;PF01825:GPS
Q61606	Gcgr	mouse	GPCR	Other	485	PF00002:7tm_2;PF02793:HRM
Q61614	Ednra	mouse	GPCR	Other	427	PF00001:7tm_1
Q61616	Drd1	mouse	GPCR	Dopamine	446	PF00001:7tm_1
Q61618	Adora3	mouse	GPCR	Other	319	PF00001:7tm_1
Q62007	Or10j5	mouse	GPCR	Other	309	PF13853:7tm_4
Q62035	Ptafr	mouse	GPCR	Other	341	PF00001:7tm_1
Q62053	Ptger2	mouse	GPCR	Other	362	PF00001:7tm_1
Q62463	Avpr1a	mouse	GPCR	Other	423	PF00001:7tm_1;PF08983:V1R_C
Q64264	Htr1a	mouse	GPCR	Serotonin	421	PF00001:7tm_1
Q68ED2	Grm7	mouse	GPCR	Glutamate	915	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q68EF4	Grm4	mouse	GPCR	Glutamate	912	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q6F3F9	Adgrg6	mouse	GPCR	Other	1165	PF00002:7tm_2;PF00431:CUB;PF26574:GAIN_ADGRG2;PF01825:GPS;PF25307:SEA_Gpr126
Q6R6I7	Rxfp1	mouse	GPCR	Other	758	PF00001:7tm_1;PF00057:Ldl_recept_a;PF13855:LRR_8
Q6VMN6	Prlhr	mouse	GPCR	Other	370	PF00001:7tm_1
Q6VZZ7	Opn5	mouse	GPCR	Other	377	PF00001:7tm_1
Q76JU9	Ffar1	mouse	GPCR	Other	300	PF00001:7tm_1
Q7TMA4	Ffar4	mouse	GPCR	Other	361	PF00001:7tm_1
Q7TQQ0	Or4e2	mouse	GPCR	Other	308	PF13853:7tm_4
Q80T41	Gabbr2	mouse	GPCR	Glutamate	940	PF00003:7tm_3;PF01094:ANF_receptor;PF18455:GBR2_CC
Q80TR1	Adgrl1	mouse	GPCR	Other	1466	PF00002:7tm_2;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02354:Latrophilin;PF02191:OLF;PF02140:SUEL_Lectin
Q80TS3	Adgrl3	mouse	GPCR	Other	1537	PF00002:7tm_2;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02354:Latrophilin;PF02191:OLF;PF02140:SUEL_Lectin
Q80UC6	Gpr62	mouse	GPCR	Other	358	PF00001:7tm_1
Q80WT4	Gpr176	mouse	GPCR	Other	515	PF00001:7tm_1
Q80ZF8	Adgrb3	mouse	GPCR	Other	1522	PF00002:7tm_2;PF19188:AGRB_N;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF00090:TSP_1
Q8BFQ3	Gpr68	mouse	GPCR	Other	365	PF00001:7tm_1
Q8BG55	Gpr171	mouse	GPCR	Other	319	PF00001:7tm_1
Q8BHL4	Gprc5a	mouse	GPCR	Other	356	PF00003:7tm_3
Q8BKG4	Fzd10	mouse	GPCR	Other	582	PF01534:Frizzled;PF01392:Fz
Q8BLD9	Drd5	mouse	GPCR	Dopamine	478	PF00001:7tm_1
Q8BMP4	Gper1	mouse	GPCR	Other	375	PF00001:7tm_1
Q8BUD0	Gpr4	mouse	GPCR	Other	365	PF00001:7tm_1
Q8BZ39	Nmur2	mouse	GPCR	Other	395	PF00001:7tm_1;PF19285:NmU-R2_C_term
Q8C419	Gpr158	mouse	GPCR	Other	1200	PF00003:7tm_3;PF22572:GPR158_179_EC
Q8CGM1	Adgrb2	mouse	GPCR	Other	1561	PF00002:7tm_2;PF19188:AGRB_N;PF16489:GAIN;PF01825:GPS;PF00090:TSP_1
Q8CJ12	Adgrg2	mouse	GPCR	Other	1009	PF00002:7tm_2;PF26152:ADGRG2_N;PF26574:GAIN_ADGRG2;PF01825:GPS
Q8JZL2	Mchr1	mouse	GPCR	Other	353	PF00001:7tm_1
Q8JZZ7	Adgrl2	mouse	GPCR	Other	1487	PF00002:7tm_2;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02354:Latrophilin;PF02191:OLF;PF02140:SUEL_Lectin
Q8K1Z6	Gpr18	mouse	GPCR	Other	331	PF00001:7tm_1
Q8K209	Adgrg1	mouse	GPCR	Other	687	PF00002:7tm_2;PF18619:GAIN_A;PF01825:GPS;PF18587:PLL
Q8K4Z6	Gprc6a	mouse	GPCR	Other	928	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q8R0T6	Adgrg3	mouse	GPCR	Other	542	PF00002:7tm_2;PF01825:GPS
Q8VBV9	Or51e2	mouse	GPCR	Other	320	PF13853:7tm_4
Q8VCK6	Ffar2	mouse	GPCR	Other	330	PF00001:7tm_1
Q8VEC3	Adgrf1	mouse	GPCR	Other	908	PF00002:7tm_2;PF01825:GPS;PF01390:SEA
Q8VFT4	Or4m1	mouse	GPCR	Other	313	PF13853:7tm_4
Q8VGS3	Or5ar1	mouse	GPCR	Other	310	PF13853:7tm_4
Q8VHN7	Adgrv1	mouse	GPCR	Other	6298	PF00002:7tm_2;PF03160:Calx-beta;PF03736:EPTP;PF13385:Laminin_G_3
Q91V45	Kiss1r	mouse	GPCR	Other	396	PF00001:7tm_1
Q91X56	S1pr5	mouse	GPCR	Other	400	PF00001:7tm_1
Q91ZE5	Adgre4	mouse	GPCR	Other	689	PF00002:7tm_2;PF07645:EGF_CA;PF01825:GPS
Q91ZI0	Celsr3	mouse	GPCR	Other	3301	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02210:Laminin_G_2
Q91ZV8	Adgra2	mouse	GPCR	Other	1336	PF00002:7tm_2;PF26588:GAIN_ADGRA3;PF01825:GPS;PF13855:LRR_8
Q91ZZ5	Rxfp2	mouse	GPCR	Other	737	PF00001:7tm_1;PF00057:Ldl_recept_a;PF13855:LRR_8
Q923X1	Adgrl4	mouse	GPCR	Other	739	PF00002:7tm_2;PF07645:EGF_CA;PF16489:GAIN;PF01825:GPS
Q923Y8	Taar1	mouse	GPCR	Other	332	PF00001:7tm_1
Q923Z0	Gprc5b	mouse	GPCR	Other	410	PF00003:7tm_3
Q925D8	Tas1r3	mouse	GPCR	Other	858	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q925I4	Tas1r2	mouse	GPCR	Other	843	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q99JA4	Cysltr1	mouse	GPCR	Other	352	PF00001:7tm_1
Q99JG2	Gpr37l1	mouse	GPCR	Other	481	PF00001:7tm_1
Q99LE2	Gpr146	mouse	GPCR	Other	333	PF00001:7tm_1
Q99MT6	Sucnr1	mouse	GPCR	Other	317	PF00001:7tm_1
Q99P50	Ghsr	mouse	GPCR	Other	364	PF00001:7tm_1
Q9CPV9	P2ry12	mouse	GPCR	Other	347	PF00001:7tm_1
Q9D2L6	Adgrf4	mouse	GPCR	Other	698	PF00002:7tm_2;PF01825:GPS
Q9EP66	Hcar2	mouse	GPCR	Other	360	PF00001:7tm_1
Q9EPB7	Gpr88	mouse	GPCR	Other	384	PF00001:7tm_1
Q9EQ31	Lpar3	mouse	GPCR	Other	354	PF00001:7tm_1
Q9EQD0	Fzd5	mouse	GPCR	Other	585	PF01534:Frizzled;PF01392:Fz
Q9ERZ3	Chrm3	mouse	GPCR	Other	589	PF00001:7tm_1
Q9ERZ4	Chrm2	mouse	GPCR	Other	466	PF00001:7tm_1
Q9ES90	Gpr35	mouse	GPCR	Other	307	PF00001:7tm_1
Q9JIP6	Fzd2	mouse	GPCR	Other	570	PF01534:Frizzled;PF01392:Fz
Q9JKT4	Tas2r105	mouse	GPCR	Other	300	PF05296:TAS2R
Q9JL06	Lpar2	mouse	GPCR	Other	348	PF00001:7tm_1
Q9QUI6	Ackr1	mouse	GPCR	Other	334	
Q9QXZ9	Opn4	mouse	GPCR	Other	521	PF00001:7tm_1
Q9QY42	Gpr37	mouse	GPCR	Other	600	PF00001:7tm_1
Q9QY96	Casr	mouse	GPCR	Other	1079	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q9QYS2	Grm3	mouse	GPCR	Glutamate	879	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q9R0M0	Celsr2	mouse	GPCR	Other	2919	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02210:Laminin_G_2
Q9R1W5	Calcrl	mouse	GPCR	Other	463	PF00002:7tm_2;PF02793:HRM
Q9R216	Fzd9	mouse	GPCR	Other	592	PF01534:Frizzled;PF01392:Fz
Q9WUK7	Opn3	mouse	GPCR	Other	400	PF00001:7tm_1
Q9WV08	Aplnr	mouse	GPCR	Other	377	PF00001:7tm_1
Q9WV18	Gabbr1	mouse	GPCR	Glutamate	960	PF00003:7tm_3;PF01094:ANF_receptor;PF00084:Sushi
Q9Z0D9	Cx3cr1	mouse	GPCR	Other	354	PF00001:7tm_1
Q9Z0M6	Adgre5	mouse	GPCR	Other	818	PF00002:7tm_2;PF07645:EGF_CA;PF01825:GPS
Q9Z0U9	S1pr3	mouse	GPCR	Other	378	PF00001:7tm_1
Q9Z1P4	Lgr5	mouse	GPCR	Other	907	PF00001:7tm_1;PF13855:LRR_8;PF01462:LRRNT
Q9Z2J6	Ptgdr2	mouse	GPCR	Other	382	PF00001:7tm_1
B7ZCC9	Adgrg4	mouse	GPCR	Other	3073	PF00002:7tm_2;PF01825:GPS
E9Q6I0	Vmn2r116	mouse	GPCR	Other	856	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
O08786	Cckar	mouse	GPCR	Other	436	PF00001:7tm_1;PF09193:CholecysA-Rec_N
O55040	Nmur1	mouse	GPCR	Other	428	PF00001:7tm_1
O70410	Vmn2r1	mouse	GPCR	Other	912	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
O88853	Galr3	mouse	GPCR	Other	370	PF00001:7tm_1
O88854	Galr2	mouse	GPCR	Other	371	PF00001:7tm_1
O88855	Ltb4r	mouse	GPCR	Other	351	PF00001:7tm_1
P0C5J4	Gpr52	mouse	GPCR	Other	361	PF00001:7tm_1
P31387	Htr5b	mouse	GPCR	Serotonin	370	PF00001:7tm_1
P32211	Chrm4	mouse	GPCR	Other	479	PF00001:7tm_1
P32304	Htr7	mouse	GPCR	Serotonin	448	PF00001:7tm_1
P33033	Mc3r	mouse	GPCR	Other	323	PF00001:7tm_1
P35375	Ptger1	mouse	GPCR	Other	405	PF00001:7tm_1
P35412	Gpr12	mouse	GPCR	Other	334	PF00001:7tm_1
P35413	Gpr3	mouse	GPCR	Other	330	PF00001:7tm_1
P43117	Ptgfr	mouse	GPCR	Other	366	PF00001:7tm_1
P47936	Cnr2	mouse	GPCR	Other	347	PF00001:7tm_1
P51678	Ccr3	mouse	GPCR	Chemokine	359	PF00001:7tm_1
P56479	Galr1	mouse	GPCR	Other	348	PF00001:7tm_1
P56484	Ccr8	mouse	GPCR	Chemokine	353	PF00001:7tm_1
P58307	Hcrtr1	mouse	GPCR	Other	416	PF00001:7tm_1
P59530	Tas2r7	mouse	GPCR	Other	312	PF05296:TAS2R
P70205	Adcyap1r1	mouse	GPCR	Other	496	PF00002:7tm_2;PF02793:HRM
P70310	Ntsr2	mouse	GPCR	Other	416	PF00001:7tm_1
P97926	Oxtr	mouse	GPCR	Other	388	PF00001:7tm_1
Q02284	Htr1f	mouse	GPCR	Serotonin	366	PF00001:7tm_1
Q04683	Cxcr5	mouse	GPCR	Chemokine	374	PF00001:7tm_1
Q3UJF0	Gpr55	mouse	GPCR	Other	327	PF00001:7tm_1
Q3UVY1	Gpr149	mouse	GPCR	Other	732	
Q58Y75	ADGRF3	mouse	GPCR	Other	991	PF00002:7tm_2;PF25387:ADGRF3_N;PF01825:GPS;PF24528:Ig_ADGRF3
Q5QD06	Taar8b	mouse	GPCR	Other	344	PF00001:7tm_1
Q5QD08	Taar7f	mouse	GPCR	Other	358	PF00001:7tm_1
Q5QD10	Taar7d	mouse	GPCR	Other	358	PF00001:7tm_1
Q5QD13	Taar6	mouse	GPCR	Other	345	PF00001:7tm_1
Q5QD16	Taar3	mouse	GPCR	Other	343	PF00001:7tm_1
Q5QD17	Taar2	mouse	GPCR	Other	339	PF00001:7tm_1
Q61041	Npy4r	mouse	GPCR	Other	375	PF00001:7tm_1
Q61121	Gpr19	mouse	GPCR	Other	415	PF00001:7tm_1
Q61125	Bdkrb1	mouse	GPCR	Other	334	PF00001:7tm_1
Q61212	Npy6r	mouse	GPCR	Other	371	PF00001:7tm_1
Q64326	Mc2r	mouse	GPCR	Other	296	PF00001:7tm_1
Q6IYF8	Oxgr1	mouse	GPCR	Other	337	PF00001:7tm_1
Q6PCP7	Gpr156	mouse	GPCR	Other	798	PF00003:7tm_3
Q6TAC4	Vmn2r26	mouse	GPCR	Other	855	PF00003:7tm_3;PF01094:ANF_receptor;PF07562:NCD3G
Q6X632	Gpr75	mouse	GPCR	Other	540	PF00001:7tm_1
Q6YNI2	Gpr6	mouse	GPCR	Other	363	PF00001:7tm_1
Q7TQA4	Tas2r140	mouse	GPCR	Other	312	PF05296:TAS2R
Q7TQP3	Gpr119	mouse	GPCR	Other	335	PF00001:7tm_1
Q7TSN6	Gpr151	mouse	GPCR	Other	422	PF00001:7tm_1
Q7TT36	Adgra3	mouse	GPCR	Other	1310	PF00002:7tm_2;PF26588:GAIN_ADGRA3;PF01825:GPS;PF13855:LRR_8
Q80SS6	Gpbar1	mouse	GPCR	Other	329	PF00001:7tm_1
Q80UC8	Gpr139	mouse	GPCR	Other	345	PF00001:7tm_1
Q8BLG2	Lpar4	mouse	GPCR	Other	370	PF00001:7tm_1
Q8BM96	Adgrg7	mouse	GPCR	Other	785	PF00002:7tm_2;PF22261:GPR128_GAIN_subdom_B;PF22259:GPR128_GAIN_subdomA;PF22257:GPR128_N;PF01825:GPS
Q8BMC0	Lpar6	mouse	GPCR	Other	344	PF00001:7tm_1
Q8BW93	C5ar2	mouse	GPCR	Other	344	PF00001:7tm_1
